draw_date,draw_date_text,year_be,first_prize,first_prize_digits,last3_numbers,last2_number,near_first_prize,special_first_prize_raw,prize2_numbers,prize3_numbers,prize4_numbers,prize5_numbers,has_detail_section,source_url,source_file
2020-02-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กุมภาพันธ์ 2563,2563,781403,6,030|918,94,781402|781404,,031350|186877|236727|320101|624778,095797|114645|215618|468941|880226|096409|163530|278606|788719|957558,010122|199091|419102|616290|766387|026097|233305|435585|628825|786721|054570|241899|447807|629869|796134|055273|264330|476520|635774|819036|072592|319221|500669|645659|831041|080271|320396|504034|647075|843796|108850|383358|506877|652474|858420|137277|396458|546908|663691|862836|151186|399348|585988|717748|870727|165618|407436|604182|735607|992262,004902|169419|391023|611160|818149|010841|227843|416435|615278|818565|012775|240286|431675|626858|823265|018315|246078|466692|654913|831908|024883|251535|476526|662428|860890|033209|261597|482524|669300|862406|046146|267503|505695|679750|876736|066781|293762|511033|714226|884810|099771|316433|523754|718183|929814|101185|324847|524440|733330|935719|104426|330037|527732|743100|936400|118643|332670|528483|762447|940584|118810|332934|540767|765905|941789|121037|345967|546242|773168|957217|129734|355732|548699|785132|981858|140491|358828|559967|787530|990126|143146|369070|591150|790302|991713|152719|371571|595533|796434|993285|154166|382615|597086|797306|994358|161889|388252|610217|799306|997597,True,https://myhora.com/lottery/result-16-02-2563.aspx,2020-02-16-BE2563.html
2020-02-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กุมภาพันธ์ 2563,2563,589227,6,375|927,06,589226|589228,,041656|102110|574473|679758|912367,088398|126524|567239|694807|728829|106269|406371|669498|728615|974847,000160|133383|388002|461402|818224|005881|152938|395806|559531|823255|008224|171507|398131|563957|856026|029059|172782|398208|571050|859507|043910|196761|418672|571085|864657|063256|300300|418744|585306|888115|082501|329261|420015|624954|917159|114641|361268|429119|639276|926594|115767|363625|454859|693603|956028|132575|386425|454937|806967|974181,017786|191920|353274|616090|811267|022906|197857|358927|624795|812996|024866|198143|360925|636522|828571|059070|203741|392781|642248|842094|063486|205267|412409|652907|846331|073486|207159|421353|654049|849754|073866|231846|425970|666090|852872|078851|243079|456522|675400|860342|082050|244432|470291|691530|862905|103200|248572|479755|696230|874380|106270|253488|482848|711093|883789|116145|267440|497305|714309|886078|128224|295953|514779|716713|888688|137542|299809|524386|730063|904186|162412|323352|552630|736319|906159|163034|326110|556254|737064|909074|164902|326768|557111|747924|913952|167270|327564|570913|755316|916859|180775|329664|601682|807159|921121|184025|349088|602058|808483|959404,True,https://myhora.com/lottery/result-01-02-2563.aspx,2020-02-01-BE2563.html
2020-01-17,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 17 มกราคม 2563,2563,491774,6,379|595,68,491773|491775,,291854|315433|334941|346140|456371,011712|092601|149037|295436|563656|047068|122112|155665|302930|799564,002742|196368|415896|626803|780290|017180|197576|465539|668641|797014|056481|233643|474648|701069|821778|068332|234791|488868|701635|827179|132055|266663|495411|706966|828129|134637|268673|538179|708465|829905|153619|274431|540918|726669|917720|154095|286488|554349|730628|942856|176349|345447|610522|761650|960050|185190|399019|611202|777783|985432,004814|210103|375865|613028|809021|050938|211211|393635|629280|816393|054185|220440|412041|630294|834784|064416|243120|430144|642324|837817|071120|247623|450725|644336|846958|071354|247863|456172|657349|881216|076844|247971|457123|660182|884224|079566|248323|470594|679058|896497|082579|259571|477358|681091|921693|085671|261318|481800|711214|924122|088760|285089|483980|715897|928591|110281|288942|487218|721789|934080|118240|300746|489673|721998|945158|118250|303524|510532|730986|947056|131382|314830|520013|742231|950667|138899|341333|536334|751217|960318|161452|352266|542659|770871|979755|170112|363365|552793|800763|980518|171039|367545|560798|802858|983825|205870|375248|597029|807272|985462,True,https://myhora.com/lottery/result-17-01-2563.aspx,2020-01-17-BE2563.html
2019-12-30,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 30 ธันวาคม 2562,2562,510541,6,140|250,81,510540|510542,,059567|350136|374507|624546|935603,144030|501630|551939|815963|904909|379125|551057|729960|893572|909289,022940|192990|465581|722958|869911|033032|198706|494688|753604|870962|034930|265032|555494|788768|899616|051650|310288|613805|790441|904873|077124|338406|614048|810072|918910|092527|360866|643730|814082|921085|159432|396913|672728|829463|923334|165747|403731|693465|831520|928852|186851|419426|702277|842733|939030|191526|454309|711382|850857|939653,026337|191184|413163|611146|882792|027687|195782|424104|635191|883644|034206|205181|438493|652630|889440|039133|211944|440546|684713|899878|084405|213411|443662|709101|903975|093589|213692|446634|714873|910577|094399|220865|451826|723490|915456|099196|226983|476533|752063|923210|122586|234143|486842|755656|926366|126292|254803|492745|757772|928746|131152|268372|550338|760860|928786|143377|272906|573431|778355|941891|149575|318154|586180|782072|944854|156404|334468|588557|797250|951542|157862|338864|590400|811104|960850|158908|342078|598770|817730|961140|164114|346943|598987|838064|963610|176155|348426|601373|840130|983931|185649|356279|604139|850376|998879|189488|390032|604933|852300|999316,True,https://myhora.com/lottery/result-30-12-2562.aspx,2019-12-30-BE2562.html
2019-12-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 ธันวาคม 2562,2562,529924,6,555|665,97,529923|529925,,023945|270487|423855|440909|945659,132697|290056|460486|624585|925924|218711|327673|533651|922510|978094,001677|136904|402648|713212|892301|035371|177014|422219|715596|909363|050805|239998|436428|721470|911866|054402|268590|446814|737474|914769|056775|281462|495824|779206|925378|108562|310006|518349|792311|930141|111527|334320|632112|796300|934416|125179|379588|642619|803016|958122|126448|399864|668132|814141|981185|134872|402141|692546|887695|986020,004275|145587|361324|608564|833898|009471|147341|362094|625368|834311|014221|153383|382377|632108|836125|018637|155601|402069|633599|842041|049459|156041|408259|644463|846564|062646|166844|414607|652808|847933|063425|170489|415473|663268|851414|064147|202996|434668|669840|854312|067652|217790|457028|675531|857899|089808|222308|472456|704697|886848|091801|222871|474547|729729|895590|095378|264024|483409|733423|895678|106942|270874|486484|748153|903804|112470|282771|491854|773325|907636|120830|301116|513353|774469|908004|121014|301705|526900|775391|923180|125972|311063|533874|786664|939507|133557|317074|597634|791129|959293|139046|325226|598084|817852|983020|140547|356785|600377|827362|990529,True,https://myhora.com/lottery/result-16-12-2562.aspx,2019-12-16-BE2562.html
2019-12-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 ธันวาคม 2562,2562,453522,6,013|457,81,453521|453523,,237087|378027|398640|505169|516117,038046|180619|285060|768028|935700|146155|213700|534143|786648|956356,047104|165016|370052|543754|777490|083164|169748|372745|546858|803765|090402|172600|390118|592742|804509|105127|220671|399317|661535|824001|117575|230584|412023|697396|839608|132498|235151|467603|720696|847780|139626|236296|477227|722992|886330|141632|281353|511595|744071|902264|146466|295485|519006|752445|993811|153805|314056|528910|753901|997845,004542|215312|412185|579639|803145|011881|216595|412491|580982|805934|020848|228621|415211|614455|828043|043916|229405|426576|621656|846795|058262|239982|439224|626955|852948|078513|240340|445079|638672|855410|079114|241836|445509|640020|863969|086928|242720|447211|666160|868301|087218|267615|450927|668807|874948|108532|274705|455931|685598|885322|119685|278211|486214|701359|901642|121843|313355|490960|721296|906201|145892|321467|496703|727633|912377|154298|332078|515299|731318|921333|157048|358071|528746|747103|926032|191956|366687|547255|756616|945500|195122|370066|552815|760273|947414|197405|383400|573463|784309|956464|197832|385052|574880|792177|985091|209587|406146|578497|799017|986555,True,https://myhora.com/lottery/result-01-12-2562.aspx,2019-12-01-BE2562.html
2019-11-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 พฤศจิกายน 2562,2562,017223,6,085|194,32,017222|017224,,027192|589816|778298|848878|902680,009089|159068|327577|841062|909459|048948|207548|689685|873903|956379,017678|108679|322113|513221|733648|026563|109693|334178|514345|769206|033318|121948|371992|526215|775134|039524|144271|376444|546371|820492|054826|152439|391762|582171|832021|059525|184889|405511|627127|843567|087890|237258|412449|649078|853215|090477|241253|419208|662845|971684|092768|269819|446795|672903|976430|107659|299303|488445|707409|982979,010309|184837|384828|594379|764024|010435|217809|386591|607336|768421|020184|221880|400470|608890|776555|035408|248150|420829|616296|799145|038662|248544|421442|620253|805883|039529|252711|429257|637181|808297|050706|282045|430160|651220|813462|060624|296035|455496|652709|819195|062520|297879|459592|669314|831840|075688|309293|486027|684620|881441|084173|322646|488650|699383|887601|087495|338747|496235|702392|888842|108761|342615|496584|706409|896719|111914|345306|519165|711841|899563|116555|347346|541191|721808|908474|127646|349597|550492|724759|913889|128495|349815|569006|728453|938118|128744|354379|576445|732690|950753|149073|371336|590574|748323|957172|172439|380919|590588|758445|983251,True,https://myhora.com/lottery/result-16-11-2562.aspx,2019-11-16-BE2562.html
2019-11-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 พฤศจิกายน 2562,2562,967375,6,021|206,79,967374|967376,,036499|128709|137339|334547|549203,262102|541186|828766|941960|971220|488298|743402|888178|947887|974841,011620|235529|367333|585282|857962|047311|242927|408921|585510|866309|063058|265990|440403|623411|869178|082463|272628|476496|630315|885927|110509|307598|494364|711333|888141|122942|329434|497854|732430|896641|159097|344884|518396|742458|903032|175156|348278|552476|782796|916465|193715|357482|575060|800143|947515|210199|367014|578162|827224|992486,003493|206709|400546|638033|822831|013343|217629|401452|648637|826688|014589|217990|403643|659899|836526|023730|230991|405302|663193|842449|024166|246867|413823|670142|843474|044897|246977|440561|675736|848411|071759|257612|446879|678665|869448|087910|258579|466018|683249|871835|092075|281506|486841|692168|882812|103415|309592|502616|693765|887628|109006|315948|524489|704190|887736|114053|319875|550691|728819|893522|123082|326719|562111|763716|911845|130055|349705|573675|772810|935166|137576|350317|577149|793473|947971|148292|365035|579178|798629|954917|153149|365107|583527|800434|962277|178016|371867|597123|809822|970411|180325|386331|609517|811825|986728|189677|397796|630347|818361|998242,True,https://myhora.com/lottery/result-01-11-2562.aspx,2019-11-01-BE2562.html
2019-10-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 ตุลาคม 2562,2562,812564,6,132|598,15,812563|812565,,010810|389324|422672|685097|872569,184912|400722|498877|588913|792849|310103|482422|509278|634449|867144,003022|237547|373702|533579|857672|013024|240435|391754|550552|858949|045286|243236|412815|551285|882975|051309|245630|414324|589789|895330|053345|258018|428083|618124|931816|155360|266363|436220|782132|955921|155681|312560|465005|803175|960192|160664|326116|483577|804013|967983|206603|335992|489817|805436|981985|230220|370468|531099|848362|987179,003702|195339|344977|543969|760125|006716|206838|365823|547116|772419|025878|259875|371914|549687|778791|028206|260202|382825|558215|798582|030327|260457|398450|566744|831822|033043|265407|409550|568800|836234|039982|266783|431080|575341|844954|045891|268578|434722|578409|849736|050755|279811|454193|585679|855824|051952|282553|455269|586306|873219|081403|298102|455923|633171|881018|085651|303098|466330|637184|888691|085750|306124|475702|668149|890996|117010|308411|480010|673646|899923|133222|308807|484545|682848|904347|139259|311589|486629|687586|917535|151520|322444|513624|708439|931010|160304|326315|527190|716818|958682|163569|333931|533798|717015|969824|174513|344616|538038|755445|989669,True,https://myhora.com/lottery/result-16-10-2562.aspx,2019-10-16-BE2562.html
2019-10-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 ตุลาคม 2562,2562,691197,6,606|797,59,691196|691198,,072716|154912|300478|524233|775606,114670|175533|419191|544000|865545|145780|364255|524324|615040|974267,011306|180363|321399|581877|829154|040211|195668|340864|612004|835168|042754|202086|389716|621911|856480|072307|217832|391784|630951|862967|073640|224625|458490|634163|863068|087011|237130|478723|704766|864097|107382|263106|511211|707969|923775|141478|292682|527004|774315|964943|144597|307419|538828|787166|986530|167220|312061|540902|821057|997079,019146|254454|434072|616337|778935|021967|258848|452729|621129|789409|030301|269680|462354|630521|807063|038811|270741|467189|631438|809720|050057|279250|468694|644556|817159|056840|287410|478820|663265|822012|057131|289025|481964|682878|823439|065160|292086|505068|683060|850584|070640|296283|519461|690891|880830|079922|305712|520214|703560|899668|120898|320080|533189|706704|926671|121007|332538|542696|721764|940143|123222|334619|547011|726944|949766|158194|335611|552306|727899|954623|159118|348366|557184|740457|958492|175621|416255|558423|754118|967147|185637|419080|565664|754139|968593|204926|425197|573068|772831|996129|237427|426284|574372|774824|997513|253511|432090|603185|777693|998663,True,https://myhora.com/lottery/result-01-10-2562.aspx,2019-10-01-BE2562.html
2019-09-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กันยายน 2562,2562,340388,6,925|939,85,340387|340389,,394807|403708|522822|607729|969958,111226|285554|501040|640916|744181|214686|462347|513233|742666|974506,011653|159536|368713|518211|851176|018737|169632|400061|549119|862726|026342|187719|409534|560343|875338|029715|231741|423375|604139|889029|068887|263041|448710|612400|914664|071847|264527|451934|627571|937500|106816|301998|462541|704109|952794|110630|318588|475875|712829|969016|128120|349153|484078|738071|969062|136080|364792|487554|845981|983264,008822|181453|347651|518465|762124|009313|195264|349956|520140|794838|017717|206668|365621|530201|805145|041675|225266|379911|532557|820750|050936|233478|387520|551229|824807|056570|237774|390532|565592|832387|067686|248237|402314|614322|835926|101502|256918|403187|624128|846298|117824|262743|406448|664854|855084|125445|281163|410314|673754|865894|125935|287904|422182|673933|898375|126590|288534|427490|675234|917756|129217|290540|430048|681516|928224|135441|291138|433179|693776|937381|147164|321556|466333|707676|943240|148116|323510|477457|709851|947206|154869|326297|497636|710244|951008|163316|329667|508329|725282|982696|166027|345127|510359|741790|991673|180591|347025|514891|760025|996900,True,https://myhora.com/lottery/result-16-09-2562.aspx,2019-09-16-BE2562.html
2019-09-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กันยายน 2562,2562,798787,6,274|439,20,798786|798788,,269951|294121|500876|710502|808720,049916|226845|399554|637613|653200|057429|305146|560883|640895|774482,051153|220609|405283|666830|878646|057185|227178|413971|707200|883027|068349|236367|432654|717699|884892|091224|242964|470186|735419|885483|119249|252804|518136|784969|890313|163623|335280|521169|811318|900366|173553|339435|524922|835070|917120|206526|341990|571601|838352|934110|209653|365474|640181|844816|958022|210327|397364|661009|850997|975960,000798|210558|435450|616945|750035|015753|236004|436834|618693|757921|021561|258261|440886|619502|785199|022669|260733|442609|619800|786332|032379|284662|462117|621453|805743|044057|301480|472585|622247|865616|046957|314546|488364|622581|869195|059910|324939|511476|627342|870716|084071|365698|512234|636950|872892|099148|366605|521683|646888|881062|122800|388771|523871|652316|912107|123113|392115|529185|660267|919934|133011|394840|530643|679761|922123|153676|396497|540181|689057|924385|160694|399776|558971|695911|938883|167707|408055|567527|708285|947298|172110|414337|572757|710506|951707|186376|417922|579286|722788|958275|189480|418517|586732|732899|964059|202691|427539|599641|742925|989853,True,https://myhora.com/lottery/result-01-09-2562.aspx,2019-09-01-BE2562.html
2019-08-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 สิงหาคม 2562,2562,775476,6,563|580,89,775475|775477,,612953|622637|832339|842798|998783,075264|381862|565307|578345|776700|369605|448926|573781|612143|932528,001074|211474|414618|622746|825945|015988|240533|435683|625203|828558|032846|249743|481865|644213|834073|040475|256817|491578|657929|840996|045088|262597|507898|675874|842568|061897|296153|519409|695168|866336|080768|355646|561554|724456|875287|088551|388914|572098|764758|890480|120392|397295|585312|804113|897151|191791|411140|587091|806914|948332,002042|256740|417029|625752|793554|007289|257228|436190|646616|806530|011092|260089|455647|663285|816007|017818|261345|455796|685511|830060|023725|266298|457000|690838|839187|034994|273728|458155|699840|862859|059557|276090|460105|702710|874534|060014|281637|465208|716028|876431|069279|291948|472081|721369|877358|070966|296710|482102|741441|878506|113311|312880|489684|744661|901727|131838|316681|511639|747375|904896|151489|323537|515025|751359|928888|156350|374835|527621|759183|931065|166170|376160|530319|769243|940685|184892|380522|560182|769579|944586|187697|380831|577898|776072|946721|213166|388436|578773|778396|948643|230468|400273|607843|781314|954094|254389|401924|608209|793105|962360,True,https://myhora.com/lottery/result-16-08-2562.aspx,2019-08-16-BE2562.html
2019-08-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 สิงหาคม 2562,2562,387006,6,562|795,58,387005|387007,,069992|107841|290368|413789|638591,078423|127888|332589|762698|878228|084208|232693|364946|862894|979689,030325|161071|446776|582391|832330|040864|197616|463803|587584|834640|055568|201247|476207|626672|845639|077710|204199|479249|653441|845733|079345|279251|515719|710344|891549|097091|308327|526700|757633|904475|124542|324061|530959|765986|921340|129700|360038|531380|785518|922185|131039|397385|539931|800901|930303|137934|414259|565235|803175|962222,000648|274108|429565|605697|822510|000874|275051|436844|612465|823053|021187|279753|446034|612883|828934|025485|297036|473100|678256|856395|037269|303110|474324|688831|857662|042644|303294|481952|694664|861356|082847|304514|488736|701337|861700|084925|322139|513799|701947|866026|097958|330499|518496|706098|869395|125761|347495|525327|716930|884903|136573|354809|526299|723397|899391|174485|354809|527614|724698|900920|185267|362451|540813|733917|913725|230995|372915|543527|736338|920388|237909|380696|548496|753986|930988|237993|400929|550575|768421|932057|244746|409658|555481|776434|940696|258407|416564|565076|791661|953259|263755|421047|567021|796095|972301|272205|422661|594564|807009|990022,True,https://myhora.com/lottery/result-01-08-2562.aspx,2019-08-01-BE2562.html
2019-07-15,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 15 กรกฎาคม 2562,2562,369765,6,113|556,88,369764|369766,,122977|126152|276318|305888|529495,070287|152598|231348|538717|732093|101821|200512|383011|550263|914661,010895|260864|553160|726576|835825|025265|275364|555787|726589|841222|095246|284464|648610|735232|843259|103937|313427|652187|750904|867523|124905|326350|678517|776586|877124|141374|353897|687375|779074|889012|218644|377402|689867|782882|928831|219578|382473|713695|792625|954234|243826|423187|725915|812785|971735|250790|457802|726021|827477|995364,003980|200620|366948|544655|804896|004699|201204|369174|573113|807341|006275|210979|380495|581429|809152|016669|227315|400567|598143|809467|024926|244715|415778|617471|814969|025381|247672|418232|632626|823843|050843|257437|428184|641041|839485|071409|259834|443635|641584|842578|076352|266819|450816|658142|843411|109524|266959|466565|663199|850595|128363|270166|475271|696870|856128|140410|285490|477620|700547|888043|144635|290275|486625|726431|900972|146533|292099|490416|729962|922883|153655|294597|498444|741504|933836|154818|295255|499073|758029|939592|162883|297849|499525|770833|941893|167813|320948|515956|778574|964926|176826|342439|518365|789002|969114|196628|360164|529774|789886|976605,True,https://myhora.com/lottery/result-15-07-2562.aspx,2019-07-15-BE2562.html
2019-07-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กรกฎาคม 2562,2562,943647,6,006|375,86,943646|943648,,106229|185424|253669|565390|810086,148338|227382|659123|733242|799328|202532|362759|669011|749865|869733,053176|256551|440109|614613|766346|070039|261668|447493|621264|785491|081961|327955|463730|632287|836246|102978|331159|487812|652375|878382|108204|350841|489746|658569|908243|117265|381944|557122|725684|914939|153507|389068|557974|738893|933742|155747|389936|562322|750534|936664|228190|391952|588960|752400|938896|228339|436469|612859|757124|953080,022410|257453|431296|609770|793883|086111|280053|438330|614757|814279|106481|292002|475435|615282|827945|117685|317714|485702|620090|857189|119723|321352|486128|633702|866173|129096|323031|490152|638804|873618|137375|339987|495634|642502|878909|147998|340338|497935|645654|881397|160630|344772|500542|659838|910049|164709|360609|510860|669051|915669|177338|363904|519560|671709|924392|186776|364530|521521|673257|932294|188476|376844|541837|683912|934695|193235|379667|546838|704896|945272|196528|391014|556502|708140|948728|210270|406428|571746|725591|950436|213025|408587|574391|745758|951088|219677|425188|597363|750457|954837|231091|426314|597455|755659|985042|240537|431030|599648|772590|988819,True,https://myhora.com/lottery/result-01-07-2562.aspx,2019-07-01-BE2562.html
2019-06-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 มิถุนายน 2562,2562,174055,6,127|800,29,174054|174056,,148954|255633|378246|470569|689035,150436|271290|350687|512414|601185|246499|280553|414799|594400|640268,000535|197479|391948|640923|822552|065665|228455|398076|651870|880729|076779|239653|421356|666647|908942|115251|244071|446475|692750|921552|148965|295720|456557|730697|940042|152538|300635|494186|755199|941212|153350|306923|509304|756626|954939|153682|337366|527489|776913|960992|154081|339011|594997|781527|994895|195527|378105|601620|815347|999677,031062|268508|457781|639503|789773|032458|296428|466539|644830|809997|034349|304641|478465|646885|814416|039829|339836|486217|683383|828660|072359|357724|487807|684834|834580|090101|366141|493578|694225|837078|091097|367582|509632|694571|844171|091859|372758|534804|697725|849534|103483|375387|545452|703010|858986|122003|376474|547757|713720|863739|133440|391523|563645|722644|868629|147220|392270|565358|731187|875823|151934|392283|568929|731693|884666|165083|407013|579806|733687|888557|180128|420982|590159|735280|889803|183685|430999|600547|752267|901355|198752|431464|601020|763274|933989|218740|433072|611883|764914|956850|246032|433455|616803|782820|971987|267098|434855|635983|785455|994970,True,https://myhora.com/lottery/result-16-06-2562.aspx,2019-06-16-BE2562.html
2019-06-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 มิถุนายน 2562,2562,516461,6,215|560,46,516460|516462,,045167|313653|579938|691121|779015,023764|204495|239271|447071|684872|052007|206237|404858|528138|705286,048080|217943|314180|555173|835246|066028|220804|314943|561517|838948|074788|238075|317401|572626|853643|075819|244768|337005|610333|901585|094575|245303|388538|625986|912233|107087|250134|418580|681751|926303|174381|260009|433237|702614|933873|186800|302720|482054|759034|956662|205771|308577|485723|777491|964165|217712|313887|492781|787840|973717,010094|235572|427625|562582|774436|017530|240294|445220|588234|792533|020249|254393|450868|592124|793297|024134|266616|457849|603201|824783|034790|267620|462692|618288|854146|045430|275256|481913|627479|868099|060763|294269|482248|634184|877313|064260|296178|484276|647857|880029|068412|314348|492226|649149|907216|081422|316260|492414|655345|907466|083622|325757|504382|690950|923594|092921|332513|505203|697499|926274|097949|335773|505965|700389|935182|138515|339016|520417|715885|943306|140873|345450|524199|730200|965495|149988|357088|536947|748108|968520|154653|371012|537907|757481|973603|158131|377422|553637|757639|989459|183355|399253|555874|761763|990507|225200|419769|561976|773525|995009,True,https://myhora.com/lottery/result-01-06-2562.aspx,2019-06-01-BE2562.html
2019-05-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 พฤษภาคม 2562,2562,962526,6,018|828,71,962525|962527,,112913|288844|329695|848549|912485,079770|218443|556729|757712|909220|086257|274126|717905|907699|992300,034050|234589|389618|613741|776057|035759|248621|407389|620769|781431|077449|250364|409477|626273|784002|121327|325302|424886|635466|855892|128454|328471|453220|654132|856991|133204|334394|480390|696619|935281|156378|350318|486553|716686|937941|156816|356983|506902|720792|945930|203226|369561|534019|721496|965885|206950|373509|561123|745637|968953,005654|174973|422640|597511|828697|008752|180569|427709|598389|835888|015957|208605|442598|661066|838769|024959|210237|453088|668551|846681|025415|219962|456318|705496|856296|042022|225752|467978|718892|860652|045641|231114|475777|720253|866478|053203|238310|489333|725448|867262|069985|250372|499901|727422|876825|071903|256492|506839|732236|877243|095594|275465|511535|735685|886003|097453|293453|512765|755806|919090|105914|298217|517302|763154|929419|111844|314048|531423|763472|939467|112476|317965|542460|783998|943472|115346|324675|555405|786837|961363|122442|335705|558207|788150|969322|147139|336897|570822|793867|985066|155527|373621|575071|796642|988481|161648|375494|595879|804591|995234,True,https://myhora.com/lottery/result-16-05-2562.aspx,2019-05-16-BE2562.html
2019-05-02,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 2 พฤษภาคม 2562,2562,061324,6,374|699,25,061323|061325,,275266|546364|618474|731648|875090,067098|219180|308191|417523|597096|078151|281336|409474|448369|620716,002573|107024|226313|461721|686259|012374|116751|269667|468758|696183|018238|122388|305866|519089|719278|024744|124263|307799|572910|832700|049779|129473|335481|575937|835731|064327|169609|347861|628648|836038|073231|171923|390897|644456|852726|076422|182587|395329|673398|943945|091443|190459|405536|677693|962009|097966|217704|449832|685296|978113,008735|229961|377179|525738|744167|010769|236085|378339|527656|773375|036331|246365|395743|529330|776909|049057|256478|419526|547878|778103|072451|263173|420067|556377|781129|085858|283144|420768|582789|800993|109602|287668|439957|583211|802507|148923|293256|443137|587050|822550|151367|293417|453946|595775|824038|152971|295159|455012|607324|827035|165459|307487|456681|607474|844211|170848|308949|459581|608338|847859|174776|322493|461044|613982|851582|176811|324322|466914|632599|854954|180510|325494|470225|680175|872225|187297|334225|476503|680210|877225|188287|334412|495048|696405|904519|199283|336664|514010|713519|954384|202119|345610|524629|719195|967932|225753|374597|525003|726869|974809,True,https://myhora.com/lottery/result-02-05-2562.aspx,2019-05-02-BE2562.html
2019-04-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 เมษายน 2562,2562,570331,6,966|968,23,570330|570332,,310772|573191|577692|629457|779270,003676|158947|284672|393268|576388|089337|179488|290952|397769|876211,048603|240533|481383|663636|802136|084624|258216|535478|665596|804162|118408|263469|540192|666644|806070|123010|268514|555229|673921|806336|127789|276288|568384|694176|861567|161306|339172|606301|717799|915023|178504|374270|622698|725228|917829|216582|385850|631676|733241|936372|223862|440158|639534|776505|944627|237516|446211|642568|780587|992480,020145|201236|424770|656988|841989|022862|205635|425047|664878|843339|032468|231011|428173|687573|846370|042882|252153|429023|688440|863296|053912|252509|432990|716479|889723|057756|291836|463406|725575|891063|068991|299172|479625|728890|899645|092161|300050|497394|744506|908132|105635|306188|499130|747273|934013|113771|313651|515388|753727|939044|125434|316026|526329|775866|944885|130557|321148|541235|783300|945253|146147|343082|555348|784946|947615|148038|365411|564935|785794|974976|151090|380105|591274|796980|978882|158800|390312|605526|807003|982308|160017|407894|625749|826279|983737|164077|420375|634144|831934|989436|169570|422438|643612|832838|993224|193674|424092|645991|834551|996459,True,https://myhora.com/lottery/result-16-04-2562.aspx,2019-04-16-BE2562.html
2019-04-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 เมษายน 2562,2562,109767,6,403|975,52,109766|109768,,156598|225155|271398|629187|956166,183775|279641|499123|687279|809629|217812|390574|669403|693688|887554,077571|226627|490294|584121|821476|126199|239634|502894|591441|837428|132085|240189|505393|603674|853108|140287|261835|510202|635392|855795|143329|269597|554705|674809|863547|148035|275269|560981|688829|874620|153153|307756|572238|711397|888677|162546|384179|576431|734002|910371|186519|394025|578069|812154|942103|221169|462700|578623|817160|965303,018289|275351|419006|584434|778630|030434|280085|428180|597994|822887|037415|294528|428688|613219|829258|056174|295156|434819|625682|849366|072206|311187|434825|635923|863488|093825|314817|438066|661182|886728|093847|322690|447576|661846|887104|095762|336165|457593|664149|888613|097401|342915|472246|664436|891907|111796|347745|476053|669122|894690|112860|366549|490387|688184|900853|127636|378880|504655|698078|941390|138641|387478|512602|714418|946068|177074|390204|515210|716199|949860|190183|395633|516716|722539|951269|217603|412648|532965|727250|958866|222612|415366|550883|735631|965929|240926|415725|557719|765782|969662|245327|416240|567668|766357|990504|262033|417272|569879|768875|994543,True,https://myhora.com/lottery/result-01-04-2562.aspx,2019-04-01-BE2562.html
