draw_date,draw_date_text,year_be,first_prize,first_prize_digits,last3_numbers,last2_number,near_first_prize,special_first_prize_raw,prize2_numbers,prize3_numbers,prize4_numbers,prize5_numbers,has_detail_section,source_url,source_file
2021-03-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 มีนาคม 2564,2564,835538,6,051|806,73,835537|835539,,316827|731177|743731|788652|923096,045942|323456|488050|648700|735004|183440|389816|575910|727081|756048,000395|183517|484349|612105|825800|053547|221238|487907|649606|826174|054700|258747|488358|669007|834237|058820|301404|494884|679528|871042|082383|314364|516745|712017|894512|099988|343900|529147|759204|904906|104432|374636|531335|760427|906356|105610|410900|542620|806822|942297|126701|438714|552557|814393|948990|150558|469811|588420|817353|970326,003741|230229|416735|592883|826669|011894|235835|420290|594112|833272|034880|236576|428967|599785|839699|048328|243489|434822|608173|851901|059483|247139|440432|620887|859409|062159|250370|443427|630977|871384|062367|254863|447352|632354|874069|087961|265712|448314|634564|878396|107394|266454|451531|638269|920655|126787|267220|463805|658306|922360|128714|269758|487174|659994|947099|155204|286430|489524|696587|956845|157894|292510|502163|714435|960889|162093|296474|503807|722631|965980|167405|315602|504039|725220|967082|178105|347243|518936|750364|970568|200737|359595|545552|760021|971163|204005|363704|554067|761211|972057|219092|388545|569672|766708|983919|220231|389274|575733|786150|995544,True,https://myhora.com/lottery/result-01-03-2564.aspx,2021-03-01-BE2564.html
2021-02-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กุมภาพันธ์ 2564,2564,424603,6,057|817,39,424602|424604,,037140|067889|228425|271456|387227,325950|410499|499726|575376|814366|369617|458809|517862|606707|936603,044642|278858|381076|556555|770698|046874|291137|409529|562041|792733|069681|301758|437454|564023|793839|105892|323890|453333|619944|842030|107662|332105|478298|644952|875947|137509|333251|492978|660532|926290|236305|356021|501340|672137|949290|237591|368553|503670|678635|951572|261350|377621|520446|741749|956190|261725|377662|524969|748782|961868,000225|188036|345607|512678|757797|004049|202121|347812|515496|791880|018550|203990|353433|527177|815739|022222|204716|354585|549462|829742|026188|209258|386105|549762|831285|033751|211725|388729|552519|843811|040906|215291|392315|556750|845094|059078|218263|406214|556841|849108|063057|254556|411395|576119|869041|083165|260317|420777|577024|880962|109064|271453|421333|577128|913352|123668|273252|425715|589301|938765|144661|281296|443870|617890|942981|162515|283854|446644|618721|951845|167094|290614|447074|650841|958067|168911|292069|469001|699467|958670|169877|302248|486699|700049|967675|173148|329419|488170|728680|993520|178582|339556|488463|732446|994060|185760|343584|512228|750557|998325,True,https://myhora.com/lottery/result-16-02-2564.aspx,2021-02-16-BE2564.html
2021-02-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กุมภาพันธ์ 2564,2564,912307,6,282|651,97,912306|912308,,332913|742193|832004|911667|977731,414365|494890|614537|843195|926898|436403|584375|839535|889390|962702,001885|223805|376832|597914|770172|011056|232070|415234|600583|851269|027316|243453|440543|603395|949369|027506|250256|492891|627162|949864|030342|268571|494661|633893|959742|072932|283305|524610|643180|967461|073651|297047|527527|682896|976654|150655|318935|535339|728128|980145|186057|321269|555852|737151|990239|203361|360777|584381|747455|998072,006967|190471|420087|588776|808920|008980|199034|433986|600528|817941|025827|201160|441715|605943|828552|050786|204015|461561|615891|839330|056352|208074|464236|616530|849172|062475|232806|472249|619859|889783|065072|253135|479871|630738|903049|100498|260189|488674|650259|910966|100513|281720|499241|653590|914180|108370|292892|513163|664020|916746|112875|296880|521800|665241|928099|124179|317495|524441|668064|942459|130827|319308|536051|672393|964791|133714|321829|538755|697492|966551|136438|347125|554020|706752|975542|138561|349306|563941|728067|980256|143580|359058|565327|748315|980466|145754|389217|565693|750997|989557|152334|395811|579841|766658|989788|188608|416466|585418|771753|998846,True,https://myhora.com/lottery/result-01-02-2564.aspx,2021-02-01-BE2564.html
2021-01-17,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 17 มกราคม 2564,2564,384395,6,566|878,15,384394|384396,,177520|231007|323948|394142|788724,032732|296997|399658|555122|614475|091718|310475|482727|561476|915778,016674|225769|445989|578462|828762|019581|225876|459912|595994|834333|020162|288692|488934|610948|847443|041730|294899|491441|629002|878459|050202|314136|493820|639393|878632|064982|319267|501929|658447|915839|126189|362907|511246|667634|963864|155182|385971|522461|679357|976765|165811|437093|533195|775492|985420|198094|445244|571797|800980|995594,012323|165991|380696|612692|768286|016591|175228|384411|614098|783493|021110|181931|387215|615044|794655|027027|184199|387776|628217|796168|040995|206258|403093|632700|797344|058546|218200|422176|640587|799388|058762|220780|437656|654436|800017|074497|226921|441293|661869|815895|081100|241093|453850|662923|839423|092078|242840|463325|667661|844357|105703|263837|478478|672068|846831|111168|268315|478928|677211|857074|121136|271148|483150|691643|857649|125507|294800|489086|704933|861845|129870|301568|492516|715804|864442|130033|306146|507839|717110|870711|133292|348530|509035|724160|905616|137599|360771|524300|742618|929004|140676|364079|548880|754763|957940|151781|377602|559493|762306|982189,True,https://myhora.com/lottery/result-17-01-2564.aspx,2021-01-17-BE2564.html
2020-12-30,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 30 ธันวาคม 2563,2563,803628,6,321|924,19,803627|803629,,038681|151281|207556|418150|514442,125389|344204|484969|556714|787612|258777|484581|556609|683749|819262,032838|175958|341716|556092|822023|036519|181664|342092|556314|871387|081531|186279|360085|559861|877659|088010|223759|383519|583637|919775|097352|224716|399482|684401|927087|098737|255122|408453|753094|947140|112868|265658|408865|774515|951391|142283|265824|492688|787802|953434|155667|292741|498778|799306|970207|163986|333128|523721|818709|986057,001056|214383|358890|624778|804901|009206|216181|365305|632527|805769|018409|221051|391147|642417|827768|032564|230493|391731|652751|828993|045375|258318|432860|654661|834867|056353|262810|448712|657306|838302|064998|268323|467479|671707|858792|067530|272759|474448|672310|861746|068479|282947|483116|682023|863501|077610|287235|523597|692629|864883|083469|313864|536030|692861|868022|109774|317816|541681|693771|897318|122082|322775|543360|752446|914623|135770|326904|543892|760415|937099|140666|333935|551258|761119|952550|158001|341068|552031|768823|953567|165232|344560|556255|776851|956774|167037|348647|590337|777364|965589|168303|349766|591413|780783|973285|178948|351931|595977|783299|985709,True,https://myhora.com/lottery/result-30-12-2563.aspx,2020-12-30-BE2563.html
2020-12-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 ธันวาคม 2563,2563,201303,6,072|517,70,201302|201304,,284694|408019|572443|780453|975617,000973|046396|351056|384705|776045|011404|332227|358429|387722|859519,004474|142804|403954|618838|771583|013055|156987|440322|633683|790366|027611|191570|477967|647375|823257|033205|237943|482652|662143|841863|047151|246487|519802|683116|866456|049286|265147|539471|718028|870829|067205|328013|546650|725943|931292|070851|340661|558661|733028|959196|101222|361583|571740|735797|974001|136527|395749|596158|762897|981143,006560|209027|317306|570852|733729|016570|209438|332602|573035|738830|018087|218144|345297|575639|758704|028476|218471|367680|575903|789126|030198|221884|368977|581470|839758|036219|224678|376643|602100|859929|038298|224887|377807|608023|863234|046685|226157|378691|612078|879739|057606|236137|379671|617622|894057|085504|236969|386364|623571|897003|094080|244340|393418|653747|908694|101039|255930|402271|660401|916645|125637|263873|420635|664863|930917|130126|271856|433600|701002|932094|143101|288754|465422|706913|937906|153955|290464|490074|708698|940877|163501|293966|493565|711796|951747|173547|294066|493704|713548|954975|195362|302349|525175|719104|987179|203119|304762|529987|727119|995484,True,https://myhora.com/lottery/result-16-12-2563.aspx,2020-12-16-BE2563.html
2020-12-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 ธันวาคม 2563,2563,100994,6,834|984,84,100993|100995,,398530|623477|790808|830139|956546,119488|271267|350613|419141|467146|266858|345946|407283|425570|481821,003265|154618|322894|516842|801616|025488|179707|344896|556932|831281|033941|195713|346858|559508|835315|037127|203695|375638|602398|890107|038812|224737|416530|607594|917779|055988|272047|452491|617305|927549|072860|272973|468286|618214|932485|119878|284809|490780|661229|937695|121760|306464|503976|717857|951673|127980|321877|511794|775339|957137,014066|248977|432555|615313|815496|015968|256790|445011|617776|816065|016686|268652|446461|620281|823019|018075|281997|446647|620983|841474|018663|293894|470489|626303|866648|030487|297013|472023|640834|873854|056498|298041|477731|642973|874249|083321|301608|486849|651017|878010|085091|305440|510827|655140|881647|104708|308206|518770|664586|890071|105604|308724|523259|679518|893905|107874|316806|526183|683299|895836|108314|319066|527720|701315|907897|116675|328774|544733|713649|918863|165770|338054|548209|757316|936470|187450|345064|549356|758506|943157|193542|359087|551723|779081|944535|196404|388141|554217|780473|953790|207429|401022|565535|799502|971023|227506|409675|599622|812272|973808,True,https://myhora.com/lottery/result-01-12-2563.aspx,2020-12-01-BE2563.html
2020-11-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 พฤศจิกายน 2563,2563,972661,6,208|255,46,972660|972662,,299864|365679|414289|814908|921353,037891|124248|331438|576077|783176|038362|217916|438268|738249|988760,006916|211132|465999|696582|806623|022030|212009|467610|702530|841803|052736|226218|467891|708622|844772|064892|281925|482433|733266|847891|088228|294425|513564|753070|856119|098070|308386|557745|758089|887680|120179|313802|562797|762932|920949|165296|317884|567639|784083|973144|178574|377202|623811|791986|989518|179237|397832|691370|794457|992146,000607|307432|547044|734640|857314|006235|309978|549388|735392|859049|007506|369997|566466|739683|866688|048575|379451|574606|754999|887076|069953|385080|575825|755116|891369|089223|392970|576827|763993|897384|095497|394678|594488|771994|903353|105405|427995|625987|782055|906848|158096|431858|628583|785586|907166|173569|432787|640824|791423|908192|176300|434842|660365|797118|911655|176828|448753|662621|797354|935989|191033|455650|679738|799284|936875|221226|457777|687797|801412|941255|223888|457817|694122|804819|946583|225759|475935|707715|810921|973491|258568|499957|714669|817284|975180|284785|512340|720666|822937|981791|291533|513864|721899|833696|987267|297243|526888|731203|851767|999152,True,https://myhora.com/lottery/result-16-11-2563.aspx,2020-11-16-BE2563.html
2020-11-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 พฤศจิกายน 2563,2563,506404,6,062|245,40,506403|506405,,199970|241406|428719|430761|839755,005114|053850|199474|561720|672466|048601|108958|393735|602942|908793,002027|271359|434397|566398|899896|133362|279558|464395|570158|901286|139543|294033|467039|584371|904138|160097|331503|479788|599404|908140|180162|351771|493615|627209|919556|180222|354411|510807|673574|944478|184186|366729|514969|710657|948612|227136|393148|540580|767891|967202|230128|402604|556666|836859|976810|259570|422351|560928|844121|993682,003869|206931|360410|531321|735028|015530|211031|363116|544448|796992|024827|213713|367554|565192|806509|030064|215765|371717|569108|822645|030963|216022|385120|574331|834931|033745|227559|392172|580674|843024|055863|233522|395872|588356|868344|058078|254473|399791|606915|869856|062872|256495|404279|613615|878010|063765|269661|448458|626878|885313|107459|280129|448849|634616|894118|120685|281664|458615|639802|906437|123077|293006|466688|641511|911880|132549|306629|473391|652409|919200|165306|310467|473522|669707|926628|166683|313408|479496|676272|938979|169394|318965|481897|679273|941992|173682|322183|502966|692838|963692|175108|341535|517137|694598|975659|182341|349051|526061|699188|989040,True,https://myhora.com/lottery/result-01-11-2563.aspx,2020-11-01-BE2563.html
2020-10-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 ตุลาคม 2563,2563,286051,6,045|980,38,286050|286052,,259926|712507|741540|896056|977157,065804|226753|475108|684127|842155|218926|258855|578332|750476|843375,016331|150099|292241|476093|737739|024613|151228|297222|502748|753355|031241|165004|301991|506716|811859|039837|186289|303646|578900|890852|054178|194762|311046|666600|894986|064412|212536|325114|672504|925868|070326|249247|376522|678394|940279|085987|254830|416487|710540|948129|130295|284957|417590|711206|985256|148136|289286|468224|733441|994913,010370|256466|418217|599590|788015|014402|259169|420882|600056|790922|018347|279863|426844|604112|801270|038331|288533|432962|617248|809139|038386|292784|434822|618868|810770|041679|313074|436249|637199|815475|047431|314400|458698|643322|817507|069252|322701|461567|643803|829497|071492|339364|469726|663737|843460|087455|342656|486128|685065|854415|101039|347116|491203|690415|896515|103073|350111|499698|706277|899664|109089|352332|503931|730783|903996|120660|361793|504910|751304|914956|128944|376566|540142|753181|919055|150803|388750|544606|760748|936294|198825|392808|550792|762090|938735|202229|393420|570269|765071|948679|239531|397897|596050|776122|970259|256310|416271|596816|786287|977644,True,https://myhora.com/lottery/result-16-10-2563.aspx,2020-10-16-BE2563.html
2020-10-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 ตุลาคม 2563,2563,837893,6,110|595,59,837892|837894,,041073|264258|386574|564262|809372,020639|278464|500626|736751|817536|180850|388958|666772|814224|934680,032579|130793|266056|427649|716800|061168|145487|298827|430586|723338|068823|152475|362040|474805|811394|077237|167978|366405|557930|817879|086524|193325|373592|573243|837573|101617|206210|375985|596898|843660|119801|217727|402024|605674|873269|122495|220512|404640|629776|881266|123375|243797|405716|709832|988177|126851|251170|410959|715047|996447,008999|217933|384741|616802|774803|020167|218504|385624|636839|781032|020203|228235|393011|639732|791336|037830|249758|447391|647494|791704|040682|275902|456940|650363|796435|041491|276519|456941|655492|803515|049415|282926|468506|656124|804731|053563|296378|474775|670188|815258|057131|298322|491502|670445|835022|090177|316746|523997|673157|859940|109547|329157|527179|680179|883739|115541|336922|543145|696129|888565|129163|342499|547782|701084|893048|133087|344378|554133|703949|896430|159528|345546|554362|706034|905772|176426|355792|557885|707969|924139|177606|356108|562179|727793|929420|190868|366361|566436|741237|957374|199728|366385|567736|741540|965494|215522|373640|615996|765901|978958,True,https://myhora.com/lottery/result-01-10-2563.aspx,2020-10-01-BE2563.html
2020-09-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กันยายน 2563,2563,244083,6,623|853,57,244082|244084,,165055|223313|617596|734505|763352,375874|431219|517230|594436|743849|405166|455126|562093|734220|907424,013554|251203|361508|493910|737151|015474|266191|375969|516243|801364|062777|269977|405314|525926|811703|069976|279314|423478|574659|910115|082846|305333|445903|615884|926386|098907|317106|463788|622313|935033|116942|321809|466731|642938|936438|194222|327943|470005|673974|978301|214301|346789|470481|685719|981261|216796|354907|491996|695668|982989,057409|259475|439465|601013|779588|057524|262021|439944|627803|787897|058267|269937|441043|632950|803818|063367|289350|448198|633400|831429|082863|292539|452025|643544|836896|085471|307677|476484|651211|845978|092819|314106|478407|660809|852772|135776|319382|486807|666470|867761|142101|339237|490011|666982|874718|167476|340276|492471|668905|885610|180088|348486|498291|677198|888515|185619|349220|525759|700314|905251|215845|370030|537028|704503|923841|223064|370270|537696|714654|930631|232138|372544|542260|733717|935734|232551|405472|561043|740796|939108|233907|408249|561616|741176|952044|248245|420679|572751|744880|954832|249499|422823|577587|766418|956207|254538|425098|591793|778236|986376,True,https://myhora.com/lottery/result-16-09-2563.aspx,2020-09-16-BE2563.html
2020-09-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กันยายน 2563,2563,999997,6,342|957,98,999996|999998,,071298|283972|301191|622808|838934,183523|310680|669274|777521|810362|304732|454913|757539|797960|895221,002450|276722|438545|649025|772364|018290|289691|458841|663185|793413|030905|326684|461400|672470|803247|073991|347168|537470|677566|809233|076387|351142|552713|681247|857663|097686|402049|561416|709418|913229|127004|413832|570036|711503|968969|137150|424829|577140|733265|973174|183061|426465|599076|739437|974475|196364|430807|616842|767283|979234,012262|223441|372602|586403|753189|020690|227376|374909|593198|754142|030428|234305|399540|612222|789819|040971|240081|410280|638353|802971|065402|249929|419826|644741|807760|072388|255175|429912|652699|811198|074006|259080|443215|653217|813342|098042|265738|450852|655035|832687|108283|265933|454108|662649|858758|109711|275938|469240|674756|865855|139307|276859|484596|684231|882488|152827|289058|489369|694401|885180|156959|307149|489409|699576|889127|166343|309910|490439|703650|896324|167251|312042|510005|713240|917195|182939|319716|521963|722617|926810|186822|322843|526611|737270|980062|191807|336526|539855|747777|981731|192290|342550|543366|748200|990055|219712|365836|560014|750140|996911,True,https://myhora.com/lottery/result-01-09-2563.aspx,2020-09-01-BE2563.html
2020-08-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 สิงหาคม 2563,2563,945811,6,364|733,88,945810|945812,,076190|290322|324730|414322|500896,025918|155863|583811|858011|885671|149654|541281|736329|858319|907940,015778|239792|404882|596587|761771|035497|246267|433172|598032|771126|044718|272706|441252|624676|775298|101174|274205|473638|632181|807459|113934|288310|485455|654755|855038|131334|310013|535127|663488|868128|160469|333742|558026|711451|899366|177372|340338|562645|720803|913491|184602|395725|579876|721674|959365|236793|403777|582099|742765|990327,003149|191281|425551|614476|806098|010765|216702|432294|614600|807181|011512|226033|437972|624609|807463|020559|234179|451922|631489|811124|021255|256217|478433|635492|839620|029078|271085|491787|641363|864670|035640|284071|493645|643106|867155|045984|307212|519258|648862|882888|046017|311209|522884|650065|894827|049825|313932|536503|654558|900606|058454|317316|539482|674005|907885|070010|332013|561719|681920|917252|107959|359186|569476|693497|931896|120631|367913|572127|696103|945427|122490|393954|577061|696963|947046|123430|409898|579434|733157|971461|154949|418390|592396|762202|990361|179207|419770|593814|763746|991399|185640|423336|603681|765361|997440|187744|423681|607580|790465|998489,True,https://myhora.com/lottery/result-16-08-2563.aspx,2020-08-16-BE2563.html
2020-08-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 สิงหาคม 2563,2563,569391,6,578|809,92,569390|569392,,101633|512010|544525|769799|849581,030131|085905|136551|403720|777509|036873|118907|308143|745312|810800,013724|222641|441717|575463|727773|068906|235282|465487|580533|735597|074056|245303|468271|580695|753376|108799|272070|487015|607269|758924|114014|305677|490883|615672|795629|121738|326212|529542|632642|859884|131753|347683|539171|646830|900970|147590|361090|546351|666509|911332|164150|375627|549586|672575|938762|199198|400896|559565|676289|998300,007043|212850|417846|657651|795405|007447|240600|436592|659744|820133|009524|245374|446889|666033|823370|018349|246676|469397|677593|826698|034000|251295|475072|682309|829267|034541|257476|487553|688327|834492|048734|265767|528520|705128|842085|052010|270235|533658|715229|866481|076487|270411|534748|730171|872939|080120|284213|536578|735981|888098|092327|316584|557890|738295|915515|097352|341087|558794|742085|916646|105262|345326|560148|750051|926690|117378|345398|581082|761146|940968|137144|349206|611091|762370|944726|148616|359439|620638|774072|956433|152100|370410|627733|778238|956717|156483|407861|638907|779278|966174|165771|409896|644261|781934|969639|209949|412226|646860|795326|993456,True,https://myhora.com/lottery/result-01-08-2563.aspx,2020-08-01-BE2563.html
2020-07-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กรกฎาคม 2563,2563,873286,6,494|682,53,873285|873287,,265514|741212|906944|922280|948458,073630|173669|473357|845538|861354|143752|330820|792949|857511|898120,017054|196201|395079|574589|807283|023228|215682|420117|587100|808191|032076|232905|421436|647447|838547|121206|237420|445983|688668|844588|128737|245243|451992|696000|850386|136263|285630|492794|712001|859111|150854|308840|494909|718145|922084|157171|323789|523339|735416|962683|188731|338273|547460|747795|968309|192502|339760|563511|778198|969027,030541|163098|364544|603975|826540|047885|182905|391960|617845|833719|051348|191376|395562|629549|834121|067942|195649|407706|644384|853475|070609|195811|415365|647773|857608|075476|199497|421731|652925|871122|080044|203914|432914|664259|875442|081617|207825|445235|669787|885427|101047|227476|446167|686759|892010|102041|239905|470597|696469|902329|109147|253414|479087|723497|918295|114071|258607|501713|728316|918766|120060|268075|502511|729287|925437|121752|284261|503820|730623|940837|124715|296861|534361|735531|940881|125876|297238|548009|746200|947047|140146|301317|549087|779082|951894|146417|339353|567681|781993|959129|147174|356348|597777|791528|961847|152753|358500|599997|796581|979075,True,https://myhora.com/lottery/result-16-07-2563.aspx,2020-07-16-BE2563.html
2020-07-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กรกฎาคม 2563,2563,347258,6,094|307,83,347257|347259,,059367|165108|443218|521355|782552,030000|167559|458572|699988|758112|035010|408333|569662|729594|820265,002292|227181|480425|614836|803109|013896|250779|483708|693052|803425|028192|252903|508286|719163|852775|032989|269214|529518|719742|861960|093986|291320|532157|732954|903896|097590|298418|533677|740707|917160|155749|348844|556133|760622|929531|156815|384246|559096|771321|955927|211398|422982|585714|785262|972002|216512|460007|612780|798070|999864,013803|271579|434779|627324|817746|034722|271660|442545|637388|822404|043545|282215|444626|638932|840943|063249|288586|458045|652016|841358|078890|291427|461235|693774|841927|108471|294426|478867|694350|843676|175599|303634|479405|713674|844328|177256|305609|492800|715599|880841|177496|323199|494232|720824|887108|180780|333671|524831|729518|891047|189223|335319|546253|734274|899116|191863|344070|548132|735233|901775|198926|362377|554808|735505|912451|205077|375045|567979|742323|920600|208137|376236|569746|751435|931393|210731|377456|574807|756815|931873|223090|390155|587135|760405|936329|225502|397164|591210|763959|953377|244383|426971|599603|764620|969794|257605|429262|625824|796240|999435,True,https://myhora.com/lottery/result-01-07-2563.aspx,2020-07-01-BE2563.html
2020-06-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 มิถุนายน 2563,2563,516967,6,565|625,64,516966|516968,,271010|292976|306962|717506|882952,134728|328213|436474|542338|795757|216930|407422|494318|613509|938138,044879|198985|414022|590007|697891|089303|210111|450702|599709|699827|093636|300674|454034|612343|730551|099713|302968|465818|636127|782344|100730|321637|484468|646865|828884|165952|340877|495457|646928|829217|167003|365405|496138|651521|830589|177811|387394|563520|652241|972308|194431|391667|577042|660358|975419|198127|397768|579721|677960|975837,004473|151015|307807|495484|739138|010840|163960|308071|500316|743365|011067|166762|318555|500610|745152|022205|189834|321743|510733|749040|025477|192458|335311|511828|772461|033740|197191|335831|511848|777068|034887|199623|345614|537065|794620|035852|200485|346174|547083|803455|040718|217071|359228|550447|812686|041263|219287|368029|555090|822111|047005|223835|375930|570862|824181|052257|224360|388199|606607|840207|066868|244169|390080|619135|854682|067273|244417|391178|623187|860342|089979|248097|403761|625767|874433|090551|268541|413752|644394|880309|118481|271246|454301|657924|912810|118650|282179|455094|661848|968674|121528|300393|462235|682496|976244|128048|300993|470109|726040|993588,True,https://myhora.com/lottery/result-16-06-2563.aspx,2020-06-16-BE2563.html
2020-06-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 มิถุนายน 2563,2563,831567,6,562|582,24,831566|831568,,275286|318041|506560|625456|796102,234855|257496|515788|666644|956876|251188|457553|606161|711491|973272,003998|250426|483291|699235|878778|046725|251302|485711|706199|879048|098161|267570|521278|710931|919749|149355|285356|557230|723159|923296|158137|319164|565584|723719|923302|166269|328562|574976|782104|926647|176234|347276|585760|789075|937726|189879|368890|614603|804670|944345|196496|386861|657620|832287|970653|223584|403827|668117|872948|991820,003654|233969|406709|593709|761501|012975|236080|418370|594156|765883|020415|243521|430566|606863|767680|025384|263572|441444|609691|792387|033012|269384|443809|624401|793189|040913|283285|463458|630651|793386|057532|289645|471188|640037|798818|072058|294595|472624|643935|828860|084427|298975|493995|648478|833960|090397|300540|508421|652114|855363|094948|305201|511476|655383|865017|115035|305738|519895|674353|867018|126707|310352|520814|690828|867170|139165|332763|530696|696513|874702|139706|337561|538133|710805|908424|144962|342306|542810|734351|910547|153273|358548|553286|742617|944061|162272|359996|557862|747196|952461|212276|372955|565488|749001|969263|213453|384509|573604|752532|977886,True,https://myhora.com/lottery/result-01-06-2563.aspx,2020-06-01-BE2563.html
2020-04-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 เมษายน 2563,2563,051095,6,191|364,22,051094|051096,,146823|292621|321242|780132|863712,050269|118779|421363|595293|935047|112075|363077|563533|794058|993767,017838|265599|487749|709851|834556|030427|313324|559273|713366|846265|056765|346534|567936|739542|867935|059803|370031|603922|797281|906789|067130|399214|631976|803910|909818|082469|407951|650392|805619|933651|174337|411102|659336|809912|937415|209098|413168|663664|813176|953201|223592|447655|684219|832032|965302|245877|474469|701975|833948|992973,005239|296802|495242|636107|794530|027719|303385|496804|639253|819208|034527|314800|499623|645323|822338|045849|330056|499935|650441|826621|052120|337269|518297|650854|829951|085022|366847|519032|660306|845485|088559|383950|536969|662329|846418|100560|384034|546463|673363|863675|136440|392632|546479|699512|882040|151725|399161|547734|701393|889348|154463|405170|549254|702166|892187|157193|408759|551815|706716|892958|187709|414509|576104|708061|901332|187863|419201|580821|721891|915990|189238|434866|583744|728075|922344|213845|435132|589488|733139|930761|222013|472949|601706|768846|943814|227552|474510|614744|769816|950065|255985|485577|619640|773113|969968|267815|487458|625862|786376|985148,True,https://myhora.com/lottery/result-01-04-2563.aspx,2020-04-01-BE2563.html
2020-03-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 มีนาคม 2563,2563,503446,6,404|661,77,503445|503447,,156175|577151|759179|763348|849691,198725|355831|514970|593611|783590|220592|386486|566251|652021|819863,022167|246572|343691|598294|715327|037738|248007|367226|598800|728536|039461|266770|426472|624863|747571|086281|275382|431327|625017|771818|104374|280990|431336|631419|780189|112044|283498|495102|639251|780758|115129|285145|524507|658089|869281|128036|304436|534348|671003|913604|166093|318139|538212|673792|951205|166798|339276|554702|693939|968004,001191|220632|396678|654552|859972|013680|223633|403202|657205|860062|062139|227327|475758|661758|862434|079581|229142|483304|674851|875276|087769|272497|501320|676537|878950|088763|291822|514708|712568|885614|091572|298142|522562|732420|894886|099249|321480|527567|736090|914952|120215|324014|548335|736143|940995|129718|326945|555538|737073|943035|131034|330201|558715|737115|943286|142652|331978|567110|744337|948812|152316|346723|578016|753839|956849|172707|356679|603590|784296|963731|175457|363954|604845|800075|978085|178623|364895|609248|804442|982062|200135|365431|611494|820584|982185|209477|372444|629639|847791|985559|214132|385359|637055|851788|989474|215238|396583|640745|856786|994561,True,https://myhora.com/lottery/result-16-03-2563.aspx,2020-03-16-BE2563.html
2020-03-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 มีนาคม 2563,2563,875938,6,597|780,98,875937|875939,,060416|493313|520618|534604|876474,014656|134908|283043|601360|836387|120115|271109|581228|769895|858575,000813|199628|341799|498308|680507|002570|200851|363887|514660|708247|017470|247875|372579|548207|774454|019458|252311|386874|575900|795450|034412|255468|387773|599838|829031|048014|276985|396335|609848|893641|071910|280688|447660|620636|910734|160294|289386|448714|625448|919836|173917|339323|464406|630541|927971|199337|339332|489170|663914|967652,000961|232665|415772|626174|780068|001600|241193|421555|637674|786212|007525|257260|422507|644600|796394|007553|260421|432572|661093|804209|031364|262410|437719|677191|811176|047530|270996|447241|684631|811226|065428|273667|458173|691955|826405|066378|281611|468516|693154|845280|084544|291965|474085|697568|858577|122352|296021|478920|704231|872588|131280|304384|494285|706002|897528|150008|309809|499027|724249|903782|174915|334532|501961|724413|905414|176663|345883|506216|724461|946307|177039|358459|518077|728355|950424|209240|360023|529233|730678|951165|217515|377351|530694|755995|958110|223417|379753|556222|775526|967462|224267|384127|583201|778587|982805|224346|387033|599316|779454|988137,True,https://myhora.com/lottery/result-01-03-2563.aspx,2020-03-01-BE2563.html
