draw_date,draw_date_text,year_be,first_prize,first_prize_digits,last3_numbers,last2_number,near_first_prize,special_first_prize_raw,prize2_numbers,prize3_numbers,prize4_numbers,prize5_numbers,has_detail_section,source_url,source_file
2025-12-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 ธันวาคม 2568,2568,461252,6,137|995,22,461251|461253,,087237|112744|152806|442119|618231,413452|595460|738102|813040|981925|549876|615472|794796|953330|990298,007504|196755|373200|540215|732869|032506|206736|378798|553766|748102|050502|209958|386074|564123|751603|051937|248413|393173|574554|751771|083737|274513|423797|630327|758141|105779|293467|472131|661035|781749|108332|313071|502344|668102|883450|129372|364038|518034|685608|886391|133998|367467|528384|687211|904437|167235|369907|535976|697791|950142,001811|153228|378488|524778|733636|002571|155735|384929|528734|742261|013693|156297|392909|559731|753745|041702|160934|406801|574413|765129|042637|171919|408719|579241|798282|066443|174824|410437|595317|800404|074162|193246|411485|597430|808076|085631|208274|414590|610500|837122|099718|221010|422884|611972|838942|110998|238622|425049|633309|881182|111498|277108|433573|646630|894624|112036|287071|434113|648446|906151|112142|300706|434402|654252|918058|117402|331700|436921|656060|920486|122534|338048|440188|659319|921916|124704|348420|456028|718495|928111|129698|360293|466071|718670|956867|130242|363041|483613|719075|958224|146816|366913|489926|723620|964002|147996|375250|511082|732845|991407,True,https://myhora.com/lottery/result-01-12-2568.aspx,2025-12-01-BE2568.html
2025-11-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 พฤศจิกายน 2568,2568,458145,6,239|389,37,458144|458146,,127078|171999|259717|704916|812323,408091|474812|650758|843028|882441|429136|510714|673595|882141|917524,039331|150014|402352|623635|731254|044090|176258|402876|640180|772542|061800|188086|416678|644747|775404|062271|217498|465687|647797|779933|066764|224732|516642|649035|795483|087937|282362|533242|652071|796134|107966|307079|541448|652118|803246|115820|330756|558565|656421|838502|145428|389005|571468|718337|965044|147062|399060|599728|729002|991872,025243|195011|393462|547460|814775|029471|208313|400590|565338|817984|042188|209637|424706|595911|832268|045128|214927|432043|595983|838880|049602|227013|445680|599651|839027|050574|237842|447034|618915|860908|051335|239571|447595|622167|868527|069004|251489|459940|646557|886398|075189|254263|472417|647465|887163|100194|279912|473408|662275|894487|102075|296140|476156|697715|909866|105618|304473|478965|708736|912802|112121|318867|480919|718915|920279|123473|330540|482022|720981|933947|141547|347634|484403|739241|936526|147085|353785|493018|739490|943465|152087|373678|494649|760203|951161|160742|376023|511375|792497|966116|170270|376460|542387|796239|972917|189244|381423|545569|812221|973879,True,https://myhora.com/lottery/result-16-11-2568.aspx,2025-11-16-BE2568.html
2025-11-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 พฤศจิกายน 2568,2568,345898,6,111|690,87,345897|345899,,151807|275964|372861|416741|742450,231454|320575|406498|624961|901759|309293|367408|432527|886473|945526,005170|221495|384547|558965|764632|034682|225976|394760|581991|774512|034875|250773|422669|616353|808184|037977|263137|456052|621577|856702|039184|266926|478604|623348|949743|059554|283619|483837|626969|951811|060471|299476|486349|672363|958168|083510|342118|533934|685305|972837|178606|357303|542108|727529|973879|187218|372848|554459|749936|982809,002137|199045|385514|535748|755906|017469|199848|388374|541327|778642|027532|203550|397017|566649|780480|027756|209537|410723|571550|785389|042030|231959|432326|573163|788440|042645|236644|432598|581340|846251|050413|238077|453201|609205|853862|061816|252424|453239|610072|855304|062418|271803|454567|616600|862470|062960|277548|455805|630020|865792|063283|297496|469810|649557|869844|104992|329595|499502|656303|874547|119019|336305|499780|662085|878391|131032|337060|499824|673286|885180|134746|348324|500087|687066|888388|139934|359396|505868|699332|918769|142375|368512|514482|704615|934338|156459|370767|514548|724114|935791|192290|378288|529501|743096|994900|193425|384866|531239|743235|997691,True,https://myhora.com/lottery/result-01-11-2568.aspx,2025-11-01-BE2568.html
2025-10-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 ตุลาคม 2568,2568,059696,6,476|889,61,059695|059697,,122579|128154|162002|682686|900683,035294|258578|520909|581115|653010|232638|331208|520988|626340|909135,002789|213198|297369|581331|733483|061998|220290|319360|584896|763118|107130|221569|355712|588743|781407|119998|227359|386120|599367|794084|125382|227683|427382|616676|856766|138533|229201|428086|660548|924140|139994|230962|432251|677274|937360|150733|249376|524868|690684|944269|201495|255671|543434|715480|961292|209956|273253|565140|732485|961383,005419|206216|426198|551624|782976|008137|208934|432156|552374|794638|008600|219697|440698|561055|797749|014301|226211|452022|563034|798063|017642|235300|457865|598541|832537|018964|251736|461425|615792|833448|032482|258859|466608|656224|837309|039686|259463|467387|686230|854378|041158|277401|468988|686420|857330|043508|305386|474094|686955|882838|051152|342744|474724|690359|884912|060497|345632|479129|695477|886335|080594|353406|479700|696009|897762|086490|356063|480311|715521|919491|090692|366408|482166|721572|925245|100291|369721|504003|736771|942551|137506|388123|506835|747493|945441|161317|398705|519400|775018|979823|172315|413692|548277|778141|980830|187835|420854|550515|779790|996578,True,https://myhora.com/lottery/result-16-10-2568.aspx,2025-10-16-BE2568.html
2025-10-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 ตุลาคม 2568,2568,876978,6,280|605,77,876977|876979,,153393|371258|421381|970384|998363,013545|049940|403995|906397|929285|045714|096450|749301|911225|963923,006215|171388|473357|561283|828429|047848|209315|479708|597793|844570|067069|266527|482653|610627|904427|098776|266926|493924|644973|904797|132140|273653|495884|663976|921256|139662|278673|501989|669791|925377|147837|290222|523583|672488|932624|148016|291922|545499|682309|945155|157059|354033|549651|723286|948670|164774|360324|553897|787420|956269,002122|206456|411901|716093|868046|031911|214952|423482|720449|872473|037382|215459|432523|723106|877787|041456|222081|497895|723466|890951|042677|227791|506580|736108|893079|053720|235460|531043|742569|896675|080767|237584|539850|750713|908672|086100|239488|548980|757492|918023|096531|239860|569426|763154|922417|097839|241232|579258|764030|923143|108014|278410|596868|785200|927106|124495|283399|611308|787273|927811|138108|288515|611806|788294|936612|159128|308822|620485|790488|945496|176544|326052|629488|799708|952598|190194|333995|645371|805572|953246|190937|337400|684693|821121|958101|193873|345063|684699|826067|960292|195965|405886|694680|835846|963682|200133|409341|708846|860278|981797,True,https://myhora.com/lottery/result-01-10-2568.aspx,2025-10-01-BE2568.html
2025-09-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กันยายน 2568,2568,074646,6,308|703,58,074645|074647,,012457|271502|615770|636583|774457,058764|123335|488263|602442|850908|064886|291138|534258|775719|985798,023765|176602|371981|651874|842315|053192|179633|417262|674628|876371|058400|190848|425701|683528|885158|076054|224017|441879|684913|889835|081357|230247|502534|745000|893080|124693|231142|555779|759821|895070|125139|246455|629932|785131|895106|136118|297198|632646|796993|961590|150416|316152|646803|814965|962047|160273|334867|650340|841310|997770,002769|184548|455036|617847|767284|006147|186408|465135|633324|805534|007797|203660|489735|634543|809230|017682|218158|490909|634988|810822|043461|226892|492492|636920|825301|043609|282972|493618|647378|851541|056197|288542|497475|650213|856309|056723|300288|505867|663332|861583|062322|313341|507850|700323|882141|082243|319221|539197|700464|897367|095658|331801|542950|701606|906307|097369|344253|547561|702036|909924|097761|354797|549360|702165|921954|120956|359637|560522|705415|927433|151325|383853|562503|705752|931979|163422|386335|581500|734243|947485|169696|387462|586666|734382|966766|178990|413312|593753|739436|968923|180268|420626|601752|745157|975790|180872|444812|607974|756105|997217,True,https://myhora.com/lottery/result-16-09-2568.aspx,2025-09-16-BE2568.html
2025-09-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กันยายน 2568,2568,506356,6,022|209,31,506355|506357,,046135|372408|445869|469250|533819,016078|141752|239209|700546|845523|078655|161206|335233|702603|882984,005368|206160|322168|625925|865975|051783|233742|351429|645396|876047|058677|235593|395512|702058|880384|059415|242188|440861|710669|890558|067355|250404|440936|731497|920183|068162|252570|457625|733647|922630|099452|259364|555392|734099|929392|132636|267650|572020|762137|968685|171919|274926|588611|813489|974962|189854|311543|594485|836773|985819,001769|186990|361888|508385|737894|006077|188493|371853|518471|775543|009636|188522|386238|519637|779074|013759|195552|387662|533412|793933|018306|218132|398999|575457|816651|029139|220565|401057|605752|818904|063559|221219|401787|606289|828145|064242|224761|408972|635409|838857|064957|231801|426209|639842|853441|074447|240693|426773|642349|869025|082759|242761|438910|646545|892597|088703|252013|447679|679796|908290|090225|261959|448698|681763|928426|097173|285110|450233|687930|929336|115074|292788|451131|694007|938943|125911|318144|466544|702106|947334|130667|319442|479386|711333|970939|150393|333621|485436|716496|974467|160030|344506|488393|723834|982645|170744|347742|490074|737264|999673,True,https://myhora.com/lottery/result-01-09-2568.aspx,2025-09-01-BE2568.html
2025-08-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 สิงหาคม 2568,2568,994865,6,834|989,63,994864|994866,,125498|186972|214818|470306|614735,143483|287931|529861|745255|882121|266113|513832|637633|863033|999696,013278|238882|391483|563319|744031|014009|269016|405963|565227|746746|056218|297657|414365|590879|848933|061418|310000|428105|591320|855063|068914|312875|459608|601842|880096|085364|321760|468121|625936|892195|144860|373039|473791|633043|901394|162627|381344|480296|634439|963590|184058|389053|482573|671937|966871|237001|390112|499611|710608|996640,009012|224856|344137|603032|785675|011786|248778|349672|611866|802817|014431|250059|351638|615286|821010|042655|255463|357666|616672|838185|064427|264396|375112|617086|842653|067602|269624|389192|630146|843202|079001|273955|403109|637587|861656|106155|276252|424177|651213|873126|107168|278751|440544|654692|889693|125019|282577|445006|677505|900034|137282|282595|450505|685690|901273|156478|297637|459485|704621|902587|156979|298608|469741|707162|909687|171850|302404|499182|707559|920575|178897|307095|512548|719503|926536|186004|317582|555875|723261|928960|200642|322164|568807|741573|937727|205084|334912|580474|758277|952539|207298|336799|600999|772390|957037|223344|337330|602978|778655|992585,True,https://myhora.com/lottery/result-16-08-2568.aspx,2025-08-16-BE2568.html
2025-08-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 สิงหาคม 2568,2568,811852,6,512|891,50,811851|811853,,329930|519877|588144|809975|810260,095057|125639|386089|780240|868310|107594|151810|745126|783732|961961,029964|240896|454674|648817|832344|035230|257387|473787|648948|855999|035255|263099|547768|693296|875691|047804|268151|566082|727200|876360|092241|354165|569282|740575|921034|100152|355120|580158|782828|933832|102493|358819|607851|784141|935340|149097|405963|608341|811031|955487|206580|424811|612898|816311|961414|219638|437728|638682|824697|994056,007886|237385|426914|595064|807048|035737|246411|440994|604361|808584|041491|253784|446623|604693|813311|064759|259668|447367|611679|823932|075881|264432|449675|632410|827856|091995|285517|466921|652821|853694|096094|290954|479451|673957|876635|098098|299916|480748|687640|880976|098110|313170|480889|697238|881767|102945|355651|484244|700260|895781|112529|363802|495461|707237|898796|115671|366143|503925|711773|898968|119445|371594|515544|717313|905290|123903|381120|529458|720157|924392|165814|386710|539655|739151|925792|179203|388732|552761|743519|926946|184062|399259|564026|748817|932384|185761|401154|566511|766610|935506|193628|403441|579164|770987|962642|232111|408113|594629|796943|986366,True,https://myhora.com/lottery/result-01-08-2568.aspx,2025-08-01-BE2568.html
2025-07-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กรกฎาคม 2568,2568,245324,6,084|336,26,245323|245325,,115709|256051|814956|844010|844480,105797|350225|518522|750911|828884|154167|385755|629192|801720|905994,002116|097623|299326|560719|812085|007372|116613|355962|601882|815738|011545|159307|367218|626972|820009|016018|174880|380485|656693|822024|019693|180198|388722|697773|844067|046215|205250|390621|714779|860628|050007|226866|494991|720123|919511|055511|232904|497443|764485|945021|091768|266671|499018|770120|962845|095041|289468|535130|772115|990091,007144|194095|425320|640226|770121|015640|213929|425939|647642|775144|016179|231338|426860|659868|802249|033776|241055|432227|663981|804898|037112|241761|448700|679518|808215|069539|246647|457698|684527|810563|078976|254594|481418|687765|814426|080861|255525|497983|688515|833037|094222|280183|500170|692894|842048|097664|303267|520693|694969|855521|105540|305674|532517|696136|876415|111887|307433|542950|704157|890358|118352|338354|546361|711493|893580|128026|339237|584314|731083|899160|144671|358534|587133|735702|917434|149619|367718|608327|738529|919913|162287|388005|615712|744470|932741|168451|393207|617152|746667|934805|169262|417929|618898|746981|946717|194027|424203|636361|759338|980070,True,https://myhora.com/lottery/result-16-07-2568.aspx,2025-07-16-BE2568.html
2025-07-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กรกฎาคม 2568,2568,949246,6,261|918,91,949245|949247,,283443|402610|468424|501076|750603,419855|541431|766204|891029|963496|429897|559936|843129|927157|974816,017678|215022|482157|628266|834574|045467|247166|489252|635490|861208|045856|326154|510345|637020|880901|094992|333125|526484|653939|907629|125675|335905|578534|671882|922403|142971|348585|586521|689580|925177|167002|377896|596175|767575|926607|172116|427771|605221|781649|930166|187433|445214|626701|788211|942371|201955|468973|628009|833406|993575,003720|168355|337108|529773|714436|021726|179365|363700|543339|759384|032998|188633|365314|547117|767803|039490|189271|375710|547888|772231|064792|192731|382453|549051|786423|071089|220345|388713|550727|794473|087435|222181|393485|555289|812058|089955|224615|411217|559463|848222|091624|231602|412766|559654|848255|098727|257354|418367|570792|863082|100961|267913|429993|583611|876567|112883|306594|438415|586124|885857|121916|307828|442133|618605|897435|123254|316675|456004|627406|898455|126768|317532|456498|644352|917665|132411|325621|470682|658395|946457|135457|326086|493254|663358|947449|154995|329481|505408|670181|972361|162462|330070|506368|699678|995339|168140|331078|520750|707047|996386,True,https://myhora.com/lottery/result-01-07-2568.aspx,2025-07-01-BE2568.html
