draw_date,draw_date_text,year_be,first_prize,first_prize_digits,last3_numbers,last2_number,near_first_prize,special_first_prize_raw,prize2_numbers,prize3_numbers,prize4_numbers,prize5_numbers,has_detail_section,source_url,source_file
2016-08-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 สิงหาคม 2559,2559,272932,6,472|871,57,272931|272933,,182698|201415|370011|621751|836615,158310|396313|481702|670029|804653|323348|480287|608519|690326|885212,023080|194544|366845|565590|732208|049468|196974|408085|568522|732917|055541|208542|443833|570532|751607|079404|217647|461527|576419|758213|095259|224338|474806|595168|760876|122613|230927|477834|599277|791625|130743|246426|494772|686738|791877|135064|268325|500731|695575|855574|144386|316212|520773|716881|970072|188799|324364|556436|717731|997372,006050|164102|389386|544671|746117|006347|168371|390629|545167|752962|008218|194256|401440|545442|768971|022263|215348|402337|548685|798736|028133|218679|426450|553423|804002|047595|219435|426639|556822|816784|057003|243247|439357|557681|839334|072079|251037|443904|569922|855174|076156|251757|462546|580679|857200|097451|261105|482060|589292|874562|104903|268984|486054|602950|877657|105451|288039|494767|610160|880637|110569|293287|500664|624421|884950|114333|299617|501539|638478|908588|118176|317490|505754|644413|931903|122112|323684|521888|645860|960239|130978|332079|524875|685976|973050|139224|332187|527401|709879|984877|158092|346982|528576|711091|985855|159866|351702|538276|733901|990395,True,https://myhora.com/lottery/result-01-08-2559.aspx,2016-08-01-BE2559.html
2016-07-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กรกฎาคม 2559,2559,449764,6,158|925,55,449763|449765,,028114|064796|193012|396107|583322,113094|421112|542177|593079|755458|383091|504646|571789|629656|845015,022365|151927|277993|630831|821426|028885|171277|356702|639495|873096|031449|175685|380980|678899|874192|033237|186569|461254|682270|880483|035109|189418|478628|696993|899385|078746|192339|523887|714385|924418|125565|199845|526206|727410|936116|128271|225639|555832|762466|944148|137440|238993|607454|788603|959297|149712|257600|625016|816808|974853,002315|159430|422296|570442|784673|005734|200035|427540|579161|802570|022366|206392|429334|608816|814354|039214|212631|430929|610737|820608|041166|244138|435117|617909|821600|046579|255764|435950|621228|852959|061478|330754|443985|624047|862295|066061|331729|445453|660102|879578|071129|342457|487693|692351|903699|072826|343246|487829|706010|905491|076477|344472|500332|707685|911637|090101|361661|509667|713605|915179|093314|373630|520166|717817|920281|101929|375021|521518|730007|935772|111574|382063|542909|741928|942660|121498|392546|548476|742337|950645|124934|398993|548824|767558|960818|125753|402217|554135|778052|971411|130294|408550|556335|779165|984780|139382|418789|557438|784373|998493,True,https://myhora.com/lottery/result-16-07-2559.aspx,2016-07-16-BE2559.html
2016-07-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กรกฎาคม 2559,2559,082460,6,173|302,53,082459|082461,,409355|417776|438104|623789|677926,008242|298511|523151|608720|925646|054156|379326|555331|611944|945503,014071|269579|455079|596401|750390|028834|274186|463899|601054|755614|053631|300809|475060|607943|816244|078013|308954|484426|661670|828046|176282|309514|514668|663975|836910|196914|364521|527145|665146|865799|207593|368894|531994|684392|873276|218356|421072|584324|694875|921508|246179|434405|589944|737640|952546|263376|434511|593114|749521|995048,034865|230932|419308|601114|794487|042693|236746|441458|604352|801536|043498|239357|449653|612473|803811|066516|242833|471214|615223|807912|069202|248542|482114|646200|811783|105883|264321|489990|660071|823665|109813|275921|498175|664613|833955|112321|284696|508401|677586|842567|114022|286445|509662|682812|854318|119337|315309|524557|685848|878577|122961|319114|526948|706638|905362|125276|336161|542487|716674|916101|140445|345157|558093|722521|935637|144527|360346|574017|730572|941200|168873|376050|575449|749396|943347|179635|377498|578310|774788|954028|193490|383685|585446|775155|968096|197608|393597|590345|776952|979339|219260|400453|598157|783598|988875|221998|418856|598953|789553|993577,True,https://myhora.com/lottery/result-01-07-2559.aspx,2016-07-01-BE2559.html
2016-06-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 มิถุนายน 2559,2559,073816,6,321|749,79,073815|073817,,484842|522445|547936|804087|958911,094362|169467|411439|560494|950034|102256|358859|489860|625908|976991,012061|233953|397666|638556|877517|029012|257914|426532|701895|878822|049521|309735|427791|730363|885427|061529|321221|488810|739616|891514|067961|328154|499114|751388|891843|073383|345280|509948|754239|901129|124440|349182|514897|766634|955475|150387|354803|524520|840669|968275|176051|359850|589075|861955|987149|211871|369162|614173|877076|999519,003024|214820|421306|605319|836859|013035|215720|429650|619694|842469|030875|226442|434810|622498|844416|031078|232171|438623|630482|846631|055126|254518|462748|647112|847355|057760|265832|466713|656991|850685|076835|287051|469222|657827|850735|078539|301755|469853|668982|857223|084623|304243|473580|680455|858455|086196|313131|483484|706478|866138|092502|320510|487752|729641|875230|106678|324185|508308|731282|882312|116857|346093|511924|738412|917824|143236|350889|523155|754616|921322|146834|354594|530796|759837|928551|148967|360020|532344|771991|943362|164098|371597|554476|782750|954232|181071|373769|554985|812182|972368|182190|375282|582290|812276|983171|202383|378550|605099|819166|993690,True,https://myhora.com/lottery/result-16-06-2559.aspx,2016-06-16-BE2559.html
2016-06-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 มิถุนายน 2559,2559,511825,6,880|937,14,511824|511826,,041316|051696|174632|262383|301461,151368|218010|441994|608530|960236|192853|381563|593440|958702|991980,005297|183328|457316|692884|891564|027175|203467|464915|725352|895659|034358|207682|477041|727202|927093|055970|221131|542542|761363|936443|100858|285542|558734|795866|967956|143532|308705|561361|813010|984090|151262|309366|580426|835838|986826|160471|426987|626565|840597|990225|175123|428397|674499|883250|994258|175672|434884|692634|888874|996299,018823|190371|352942|541518|861423|030122|200070|359324|571715|862093|047376|206781|376900|573928|863966|049905|209050|386258|599073|867382|051129|227324|396408|637094|869522|051242|265952|405928|654254|878668|052418|269239|416971|664963|881503|054447|286374|434541|705692|890915|060979|301301|451863|707115|902456|061270|308537|455643|707396|908825|074535|313865|456747|709349|919589|085212|318968|474167|734617|924308|102785|320576|481372|739412|928572|128721|324031|505554|767614|958601|132159|326875|506582|786639|960148|137750|327702|507898|788560|962359|156993|330428|508844|805061|971836|157814|330762|526775|811851|983191|176311|336489|529673|819033|983528|184563|352516|535855|829248|999541,True,https://myhora.com/lottery/result-01-06-2559.aspx,2016-06-01-BE2559.html
2016-05-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 พฤษภาคม 2559,2559,141737,6,087|268,98,141736|141738,,061433|263817|287956|319674|424727,058224|292752|331992|645600|870753|211341|295536|477883|746775|910225,005506|215167|394310|676348|811971|064542|229333|397918|693977|819344|065720|231038|405470|716196|826881|069532|242426|410745|724221|839892|079667|258587|428651|751831|841722|090184|274781|474975|781821|843133|114403|331399|485916|783247|874636|136488|351828|595421|791429|897386|136625|375654|621889|794371|957300|202161|387664|635429|806686|989819,004306|150101|257225|544036|786165|009105|150752|257698|544485|800825|017435|159976|272758|556947|846718|017500|169679|282373|559596|862247|020936|169989|286737|571576|886478|027898|178794|297216|580897|891817|032810|179454|321874|597807|905697|035973|184968|369902|615062|907097|038860|187350|424767|618405|913313|044116|195626|433703|619314|918729|048352|197362|444098|637301|924707|053831|202792|455753|645578|928010|059270|203820|487813|653859|930249|066280|207433|496484|664771|938911|071360|215063|506785|678937|946820|106056|216652|507835|697126|947781|119075|217096|512401|736739|953029|120189|239901|515100|752063|953453|122202|246043|536722|752217|954318|137431|249896|540690|778939|985728,True,https://myhora.com/lottery/result-16-05-2559.aspx,2016-05-16-BE2559.html
2016-05-02,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 2 พฤษภาคม 2559,2559,399459,6,046|671,02,399458|399460,,260875|457475|821768|905764|910975,183195|354718|580725|720322|776509|335611|366788|666551|726107|879649,003240|239865|354084|558172|785874|010257|240811|450154|569714|851245|012897|245041|451650|573258|859342|055581|280496|469958|646643|930569|083806|284027|479322|657554|932699|152394|294055|480415|688798|968961|171246|301649|510039|706285|969655|189228|327929|521919|741276|979293|197537|332524|531860|764357|988073|230460|337603|557978|765822|997199,018829|160764|398170|614985|837894|037150|161283|400983|625759|842815|051395|173796|403829|628453|848036|052490|182807|430963|654564|856976|058601|191227|437647|662525|878367|071254|226088|438408|680747|881855|072663|233211|440039|694637|882725|074345|290208|470440|701583|885237|079797|293469|470873|703334|894897|098010|302829|489077|715872|903172|098423|307415|489500|717901|907036|114963|312860|499288|743265|923329|122061|320368|529331|779670|945286|125313|358046|540337|791610|948669|134621|363221|545102|802779|956090|137559|366816|558843|806804|956255|138734|368839|562139|816214|969583|143185|380067|586040|817449|970802|155040|381062|608892|830007|980441|158836|382614|612815|831479|998633,True,https://myhora.com/lottery/result-02-05-2559.aspx,2016-05-02-BE2559.html
2016-04-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 เมษายน 2559,2559,221609,6,507|523,87,221608|221610,,273392|399504|522824|525913|532412,008405|316039|461353|571349|639778|227654|451750|561762|588645|867284,029853|181377|308239|401563|640547|030930|184697|324718|431528|655773|031982|228660|345527|432519|663555|045238|239990|346230|486317|694772|061422|242378|348451|518079|794419|066115|254534|373009|524983|818909|103182|263316|380460|585691|847058|111672|266652|380575|600222|890278|117709|268646|383503|626828|928266|138544|280445|391208|636141|971812,017009|236502|415430|606922|790451|018263|242778|421506|611833|797257|019447|266660|432960|612417|807492|025606|276566|434094|622035|819420|032810|286282|470991|623443|821046|033302|290263|479783|626668|831078|048327|296740|480586|627314|836607|064599|297166|483991|635693|849065|085134|298216|487396|642758|850489|103701|298662|505119|646757|851057|120814|300322|506898|673704|876529|130509|300672|510709|676731|881686|143019|333445|526178|680340|918457|159188|335216|527062|694501|929430|161188|335740|539373|695652|930975|170589|355744|550987|707937|958570|188020|366463|565726|739187|963318|196476|378023|582132|740820|964703|222176|392057|589676|779839|976549|224211|409830|604044|788753|990463,True,https://myhora.com/lottery/result-16-04-2559.aspx,2016-04-16-BE2559.html
2016-04-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 เมษายน 2559,2559,066720,6,285|852,92,066719|066721,,038054|194453|277373|286427|477370,088651|257968|551698|586687|773305|141643|387132|565119|732270|964778,034340|181591|403467|494036|786893|048187|183215|417439|539732|788130|049532|198106|442822|547527|847197|056674|198624|448786|648649|888353|073369|210493|462092|665946|898542|083878|258578|477515|689674|908398|107685|326524|478002|704114|920370|114887|363580|483446|741471|941889|157773|366231|484293|761549|973577|179614|390443|489774|765448|979237,005969|266474|447791|656433|809284|008312|271655|457607|661361|810469|014034|274776|460000|661518|810517|020135|279651|473283|663239|823830|031810|281374|483829|665700|828767|035772|295004|487489|673735|838291|036783|303791|534619|682350|843420|039820|318639|534799|691304|856976|041139|335883|569285|705758|863927|067096|355252|574017|714721|865249|078898|362596|591532|727635|905626|089156|386596|601712|748286|924189|094335|391401|606117|754554|939531|162903|404406|610357|756388|945668|167836|404711|629155|757739|946463|168842|408742|633434|768767|952533|209627|423966|634860|770719|962917|219456|425902|638283|784492|964482|219824|431444|647515|788864|973990|226538|433725|648685|802365|990976,True,https://myhora.com/lottery/result-01-04-2559.aspx,2016-04-01-BE2559.html
2016-03-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 มีนาคม 2559,2559,134918,6,004|973,32,134917|134919,,150798|266095|344211|774653|991187,039021|081436|429579|663926|717290|059499|303263|555741|669881|936228,012231|134498|365317|575727|786138|023159|150741|381677|579158|828205|043625|185012|461620|601381|837802|049273|241146|471551|619951|845819|049856|253283|473373|643629|846012|063209|268841|489070|645053|921708|095263|276997|507590|690271|926293|097274|300765|527542|716112|933558|109098|331443|529358|720534|957154|114608|332427|565735|756395|983729,043829|220308|461545|659510|831889|054355|239591|465401|679545|844678|055963|254295|466712|680842|844721|082128|260221|471551|682063|845388|091147|281964|479409|702017|851770|092626|294026|485892|706897|851839|095064|297346|495919|710654|868306|105061|300003|496606|711593|875585|109727|303570|506098|713208|894580|117005|305429|510593|717731|900409|118968|328086|524221|736816|901178|148909|334714|542036|741195|907615|153042|342731|554459|742456|925981|156176|366643|557535|766326|928344|164463|398231|569068|774772|933087|171009|407739|582297|775057|933175|178488|411158|620330|776666|947627|197879|433665|629095|800033|952458|197961|454637|641407|809881|959304|217356|457347|642537|815844|972824,True,https://myhora.com/lottery/result-16-03-2559.aspx,2016-03-16-BE2559.html
2016-03-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 มีนาคม 2559,2559,439686,6,155|743,06,439685|439687,,163511|400587|758539|933385|946111,175081|357923|600800|635449|704953|283724|531885|613653|678492|922237,014781|209737|410459|620475|846931|031173|264290|417601|638785|847390|050143|273061|462958|686385|858945|050885|283454|475223|710162|867644|073420|311719|491057|715523|894971|097768|320236|492245|727891|897741|125189|352123|527617|761781|925779|126784|367958|567514|768767|971837|183288|399534|597304|798291|977948|183447|404736|606450|817947|998215,014584|223219|391204|614083|835282|023342|235153|414677|627455|855984|055336|237061|443916|629358|857192|056466|246546|455644|631594|857851|056935|248532|468555|635611|861841|076475|254178|470692|653729|866772|083025|255304|490355|671635|868026|083407|258712|515150|693767|881485|095204|260729|522178|707502|907475|101904|265797|525223|712153|910582|118869|274405|526325|717057|932446|133817|289090|559323|734479|932669|154557|294723|566714|745694|936203|165076|299292|591927|747746|950036|169418|304248|594257|751884|955733|172714|311972|600110|764797|956409|185281|313892|601020|778053|967869|189068|347513|601259|801112|971249|213043|357681|605520|820039|971775|216565|389890|606407|833785|988007,True,https://myhora.com/lottery/result-01-03-2559.aspx,2016-03-01-BE2559.html
2016-02-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กุมภาพันธ์ 2559,2559,356364,6,309|535,98,356363|356365,,018534|195956|242689|451816|524505,078189|112368|379965|408059|764240|104621|135387|394733|723691|932890,020793|282504|386168|655952|879791|038248|282779|418115|671228|881010|078465|296183|518533|700717|881691|086565|301613|522740|717634|910470|131926|306050|522915|729875|917602|189744|321540|534356|748869|936959|230465|344320|567768|771284|938070|232910|348303|591277|775987|957080|254529|360883|614108|813260|960277|264128|379205|633766|814839|997861,000057|191978|362830|528526|808280|001973|196031|378095|530751|823077|005266|202499|385521|544200|850908|008944|207667|388387|545600|856548|009983|209134|388439|560121|875826|015002|225131|392811|569255|880278|021762|225777|395611|592965|880876|022018|234858|430580|598044|882660|031729|243305|434294|610929|886333|042016|245097|436341|671035|907350|084644|267914|444273|679622|910376|090186|269218|452392|680960|921913|100386|270135|455672|686870|929968|131649|270548|467633|696785|949804|133966|283561|474173|706205|952101|143534|305350|478435|709743|960070|169987|323974|502475|712367|984137|170473|335565|510244|769889|988426|178763|336880|520263|772995|989667|187366|352903|527189|780873|991737,True,https://myhora.com/lottery/result-16-02-2559.aspx,2016-02-16-BE2559.html
